Nudge selected object	Dịch chuyển nhẹ đối tượng đã chọn
Numbered list	Danh sách đánh số
Object	Đối tượng
Object mode	Chế độ đối tượng
Object Properties	Thuộc tính đối tượng
Objects	Đối tượng
Objects and layers	Đối tượng và layer
Office key (keyboards that have one)	Phím Office (bàn phím có phím này)
Older conversation	Cuộc trò chuyện cũ hơn
One screen to the left	Sang trái một màn hình
One screen to the right	Sang phải một màn hình
Open	Mở
Open 1st app on app bar	Mở ứng dụng thứ 1 trên thanh ứng dụng
Open 2nd app on app bar	Mở ứng dụng thứ 2 trên thanh ứng dụng
Open 3rd app on app bar	Mở ứng dụng thứ 3 trên thanh ứng dụng
Open a document	Mở tài liệu
Open a file in Edge	Mở file trong Edge
Open a new instance of Publisher	Mở phiên Publisher mới
Open a new OneNote window	Mở cửa sổ OneNote mới
Open a new tab	Mở thẻ mới
Open a new window	Mở cửa sổ mới
Open a project file	Mở file dự án
Open a publication	Mở ấn phẩm
Open a search query in the address bar	Mở truy vấn tìm kiếm trong thanh địa chỉ
Open Accessibility Settings	Mở Cài đặt trợ năng
Open Action Center	Mở Action Center
Open Align Shapes dialog	Mở hộp thoại Căn chỉnh hình dạng
Open an existing database	Mở cơ sở dữ liệu hiện có
Open app in Taskbar	Mở ứng dụng trên thanh tác vụ
Open as administrator	Mở với quyền quản trị viên
Open Auto-Orientation dialog box for selected layers	Mở hộp thoại Auto-Orientation cho các layer đã chọn
Open Bookmarks Manager	Mở Trình quản lý dấu trang
Open browser tab	Mở thẻ trình duyệt
Open Cast	Mở Cast
Open chat in agent mode	Mở chat ở chế độ agent
Open Chat view	Mở chế độ xem Chat
Open Chrome Task Manager	Mở Trình quản lý tác vụ của Chrome
Open clear browsing data options	Mở tuỳ chọn xoá dữ liệu duyệt web
Open Click to Do	Mở Click to Do
Open Collections	Mở Bộ sưu tập
Open Color Guide	Mở Color Guide
Open Composition Mini-Flowchart for active composition	Mở Composition Mini-Flowchart cho composition đang hoạt động
Open Composition Settings dialog box for selected composition	Mở hộp thoại Composition Settings cho composition đã chọn
Open contacts	Mở danh bạ
Open context menu	Mở menu ngữ cảnh
Open conversation details	Mở chi tiết cuộc trò chuyện
Open Copilot	Mở Copilot
Open Date and Time	Mở Ngày và giờ
Open default settings file	Mở file cài đặt mặc định
Open Developer Tools	Mở Công cụ nhà phát triển
Open Developer Tools (alt)	Mở Công cụ nhà phát triển (cách khác)
Open dialog box (direct)	Mở hộp thoại (trực tiếp)
Open document	Mở tài liệu
Open domain search	Mở tìm kiếm theo tên miền
Open Downloads	Mở mục Tải xuống
Open Downloads page	Mở trang Tải xuống
Open editor inline chat	Mở inline chat trong trình soạn thảo
Open Effect Controls panel for selected layers	Mở bảng Effect Controls cho các layer đã chọn
Open Excel	Mở Excel
Open Favorites	Mở Mục yêu thích
Open feedback form	Mở biểu mẫu phản hồi
Open Feedback Hub	Mở Feedback Hub
Open file	Mở file
Open file Explorer	Mở File Explorer
Open file in Chrome	Mở file trong Chrome
Open filter	Mở bộ lọc
Open Find Bar	Mở thanh tìm
Open find on page	Mở tìm trên trang
Open Find tab	Mở thẻ Tìm
Open Flowchart panel for project flowchart	Mở bảng Flowchart cho sơ đồ dự án
Open Font dialog	Mở hộp thoại Phông chữ
Open Format Cells dialog	Mở hộp thoại Định dạng ô
Open from template	Mở từ mẫu
Open Game Bar	Mở Game Bar
Open Go To dialog	Mở hộp thoại Đi tới
Open Help	Mở Trợ giúp
Open Help Center	Mở Trung tâm trợ giúp
Open History	Mở Lịch sử
Open History page	Mở trang Lịch sử
Open home page in current tab	Mở trang chủ trong thẻ hiện tại
Open image	Mở hình ảnh
Open image as new layer	Mở hình ảnh thành layer mới
Open Interpret Footage dialog box for selected footage item	Mở hộp thoại Interpret Footage cho mục footage đã chọn
Open jump list	Mở danh sách chuyển nhanh
Open Justification dialog box	Mở hộp thoại Justification
Open Keep Options dialog box	Mở hộp thoại Keep Options
Open Keyboard Shortcuts	Mở Phím tắt
Open LinkedIn	Mở LinkedIn
Open macro dialog	Mở hộp thoại macro
Open Mask Feather dialog box for selected mask	Mở hộp thoại Mask Feather cho mask đã chọn
Open Mask Shape dialog box for selected mask	Mở hộp thoại Mask Shape cho mask đã chọn
Open Microsoft Teams	Mở Microsoft Teams
Open narrator	Mở Narrator
Open new default document	Mở tài liệu mặc định mới
Open new tab	Mở thẻ mới
Open new tab and search	Mở thẻ mới và tìm kiếm
Open new tab dropdown	Mở menu thả xuống thẻ mới
Open new tab with profile 1	Mở thẻ mới với hồ sơ 1
Open new tab with profile 2	Mở thẻ mới với hồ sơ 2
Open new tab with profile 3	Mở thẻ mới với hồ sơ 3
Open new tab with profile 4	Mở thẻ mới với hồ sơ 4
Open new tab with profile 5	Mở thẻ mới với hồ sơ 5
Open new window	Mở cửa sổ mới
Open next page in history	Mở trang tiếp theo trong lịch sử
Open notebook	Mở sổ tay
Open notification center	Mở trung tâm thông báo
Open OneDrive	Mở OneDrive
Open OneNote	Mở OneNote
Open Opacity dialog box for selected layers	Mở hộp thoại Opacity cho các layer đã chọn
Open or close Audio panel	Mở hoặc đóng bảng Audio
Open or close Brushes panel	Mở hoặc đóng bảng Brushes
Open or close Character panel	Mở hoặc đóng bảng Character
Open or close Effect Controls panel for selected layer	Mở hoặc đóng bảng Effect Controls cho layer đã chọn
Open or close Effects & Presets panel	Mở hoặc đóng bảng Effects & Presets
Open or close Info panel	Mở hoặc đóng bảng Info
Open or close Paint panel	Mở hoặc đóng bảng Paint
Open or close Paragraph panel	Mở hoặc đóng bảng Paragraph
Open or close Preview panel	Mở hoặc đóng bảng Preview
Open or close Project panel	Mở hoặc đóng bảng Project
Open or close Render Queue panel	Mở hoặc đóng bảng Render Queue
Open or close Tools panel	Mở hoặc đóng bảng Tools
Open or reply to a thread	Mở hoặc trả lời chuỗi hội thoại
Open Outlook	Mở Outlook
Open Paragraph Rules dialog box	Mở hộp thoại Paragraph Rules
Open Position dialog box for selected layers	Mở hộp thoại Position cho các layer đã chọn
Open Postbot	Mở Postbot
Open PowerPoint	Mở PowerPoint
Open presentation	Mở bản trình bày
Open previous page in history	Mở trang trước trong lịch sử
Open project	Mở dự án
Open project Settings	Mở cài đặt dự án
Open quick actions	Mở thao tác nhanh
Open Quick Assist	Mở Quick Assist
Open quick chat	Mở chat nhanh
Open Quick Link menu	Mở menu Liên kết nhanh
Open Rotation dialog box for selected layers	Mở hộp thoại Rotation cho các layer đã chọn
Open Run dialog	Mở hộp thoại Run
Open search	Mở tìm kiếm
Open search in sidebar	Mở tìm kiếm trong thanh bên
Open selected message in new window	Mở thư đã chọn trong cửa sổ mới
Open Send feedback dialog	Mở hộp thoại Gửi phản hồi
Open Settings	Mở Cài đặt
Open Settings about Page	Mở trang Giới thiệu trong Cài đặt
Open Settings and more menu	Mở menu Cài đặt và các tuỳ chọn khác
Open settings dialog box for selected solid, light, camera, null, or adjustment layer	Mở hộp thoại cài đặt cho layer solid, light, camera, null hoặc adjustment đã chọn
Open settings JSON file	Mở file cài đặt JSON
Open settings UI	Mở giao diện cài đặt
Open shortcut help	Mở trợ giúp phím tắt
Open shutdown box	Mở hộp thoại tắt máy
Open snap layouts	Mở bố cục snap
Open Snipping Tool	Mở Snipping Tool
Open split view in active tab	Mở chế độ xem tách đôi trong thẻ đang hoạt động
Open start menu	Mở menu Start
Open system menu	Mở menu hệ thống
Open Task Manager	Mở Trình quản lý tác vụ
Open task view	Mở chế độ xem nhiệm vụ
Open the Activity view	Mở chế độ xem Hoạt động
Open the All unread view	Mở chế độ xem Tất cả tin chưa đọc
Open the Character panel	Mở bảng Character
Open the Chrome menu	Mở menu Chrome
Open the clipboard history	Mở lịch sử bảng tạm
Open the Color Settings dialog box	Mở hộp thoại Color Settings
Open the conversation	Mở cuộc trò chuyện
Open the Curves dialog	Mở hộp thoại Curves
Open the Document Setup dialog box	Mở hộp thoại Document Setup
Open the emoji panel	Mở bảng emoji
Open the Export for screens dialog box	Mở hộp thoại Export for screens
Open the File Information dialog box	Mở hộp thoại File Information
Open the Format Shape task pane	Mở ngăn tác vụ Định dạng Hình
Open the Home tab on the ribbon	Mở thẻ Trang đầu trên dải băng
Open the Home view	Mở chế độ xem Trang chủ
Open the Keyboard Shortcuts dialog box	Mở hộp thoại Phím tắt
Open the More view	Mở chế độ xem Thêm
Open the OpenType panel	Mở bảng OpenType
Open the Paragraph panel	Mở bảng Paragraph
Open the People view	Mở chế độ xem Mọi người
Open the Preferences dialog box	Mở hộp thoại Tùy chọn
Open the Save As dialog	Mở hộp thoại Lưu dưới dạng
Open the Save As dialog box	Mở hộp thoại Lưu dưới dạng
Open the Save For Web dialog box	Mở hộp thoại Save For Web
Open the Tabs panel	Mở bảng Tabs
Open the Text dialog box	Mở hộp thoại Văn bản
Open the Threads view	Mở chế độ xem Luồng
Open the Transform Each dialog box	Mở hộp thoại Transform Each
Open Vault	Mở Vault
Open version history	Mở lịch sử phiên bản
Open View Options dialog box for active Composition panel	Mở hộp thoại View Options cho bảng Composition đang hoạt động
Open Visual Basic Editor	Mở Visual Basic Editor
Open voice dictation	Mở nhập liệu bằng giọng nói
Open widgets	Mở tiện ích
Open Windows search	Mở tìm kiếm Windows
Open Word	Mở Word
Open workbook	Mở sổ tính
Open Yammer	Mở Yammer
Open your preferences	Mở tùy chọn cá nhân
Other	Khác
Outdent Line	Giảm thụt lề dòng
Outline a project	Lập dàn ý dự án
Outliner	Outliner
Package the document	Đóng gói tài liệu
Page info	Thông tin trang
Page source	Nguồn trang
Page tool	Công cụ Trang
Pages and sections	Trang và mục
Pages and view	Trang và chế độ xem
Pages panel	Bảng Pages
Paint Bucket tool	Công cụ Paint Bucket
Paint tools	Công cụ tô vẽ
Paintbrush	Paintbrush
Paintbrush tool	Công cụ Paintbrush
Palettes	Bảng màu
Pane management	Quản lý ngăn
Panels, viewers, workspaces	Bảng, trình xem, không gian làm việc
Paragraph	Đoạn văn
Paragraph formatting	Định dạng đoạn văn
Parameter info	Thông tin tham số
Parent	Đặt đối tượng cha
Paste	Dán
Paste and search or paste and go	Dán và tìm kiếm hoặc dán và truy cập
Paste animation painter	Dán hoạt hình đã sao chép
Paste as plain text	Dán dưới dạng văn bản thuần
Paste at back	Dán ở phía sau
Paste clipboard	Dán nội dung bảng tạm
Paste data	Dán dữ liệu
Paste formatting	Dán định dạng
Paste from clipboard	Dán từ bảng tạm
Paste from history	Dán từ lịch sử
Paste in front	Dán ở phía trước
Paste in place	Dán tại chỗ
Paste in place on the active artboard	Dán tại chỗ trên artboard đang hoạt động
Paste item	Dán mục
Paste layers at current time	Dán layer tại thời điểm hiện tại
Paste object formatting	Dán định dạng đối tượng
Paste on all artboards	Dán trên tất cả artboard
Paste Special	Dán đặc biệt
Paste style	Dán kiểu
Paste text only	Chỉ dán văn bản
Paste values only	Chỉ dán giá trị
Paste without formatting	Dán không kèm định dạng
Path	Path
Path to selection	Chuyển path thành vùng chọn
Paths	Path
Patterns	Hoạ tiết
Pause	Tạm dừng
Peek	Xem nhanh
Peek at desktop temporarily	Xem nhanh màn hình nền tạm thời
Peek Definition	Xem nhanh định nghĩa
Pen tool	Công cụ Pen
Pencil	Bút chì
Pencil (Freehand) tool	Công cụ Bút chì (vẽ tự do)
Pencil tool	Công cụ Bút chì
Pencil tool (Note tool)	Công cụ Bút chì (công cụ Ghi chú)
People	Mọi người
Permanently delete message	Xoá vĩnh viễn tin nhắn
Perspective	Phối cảnh
Perspective Grid	Perspective Grid
Perspective Grid Tool	Công cụ Perspective Grid
Perspective Selection Tool	Công cụ Perspective Selection
Pin a window on top	Ghim cửa sổ lên trên cùng
Pin or unpin a message	Ghim hoặc bỏ ghim tin nhắn
Place a file in the document	Chèn file vào tài liệu
Play / pause animation	Phát / tạm dừng hoạt hình
Play or pause	Phát hoặc tạm dừng
Play or pause media	Phát hoặc tạm dừng phương tiện
Pointer (Info) window	Cửa sổ Con trỏ (Thông tin)
Pop-outs and panels	Cửa sổ bật ra và bảng
Popular shortcuts	Phím tắt thông dụng
Precompose selected layers	Precompose các layer đã chọn
Prevent images from being rendered for previews in viewer panels	Ngăn render hình ảnh cho preview trong các bảng trình xem
Previews	Preview
Previous document window	Cửa sổ tài liệu trước
Previous frame	Frame trước
Previous item	Mục trước
Previous page	Trang trước
Previous page in section	Trang trước trong mục
Previous page in the drawing	Trang trước trong bản vẽ
Previous post	Bài đăng trước
Previous revision	Bản sửa đổi trước
Previous slide	Trang chiếu trước
Previous tab	Thẻ trước
Previous video	Video trước
Previous worksheet	Trang tính trước
Print	In
Print current page	In trang hiện tại
Print preview	Xem trước khi in
Print the current or selected object	In đối tượng hiện tại hoặc đã chọn
Print the current page	In trang hiện tại
Print using the system dialog	In bằng hộp thoại hệ thống
Profiler	Profiler
Projects	Dự án
Promote paragraph	Thăng cấp đoạn văn
Properties	Thuộc tính
Push	Push
Python Console	Python Console
Quake mode (drop-down window)	Chế độ Quake (cửa sổ thả xuống)
Question tag	Nhãn câu hỏi
Quick Analysis	Phân tích nhanh
Quick documentation	Xem tài liệu nhanh
Quick find	Tìm nhanh
Quick find within link text	Tìm nhanh trong văn bản liên kết
Quick Fix	Sửa nhanh
Quick Open / Go to File	Mở nhanh / Đi tới file
Quit	Thoát
Quit Blender	Thoát Blender
Quit Inkscape	Thoát Inkscape
Quit Slack	Thoát Slack
Quit Telegram	Thoát Telegram
Quote selected text	Trích dẫn văn bản đã chọn
Raise layer	Nâng layer
Raise layer to top	Nâng layer lên trên cùng
Raise or lower your hand	Giơ hoặc hạ tay
Raise selection one step	Nâng vùng chọn lên một bậc
Raise selection to top	Nâng vùng chọn lên trên cùng
React to the last message	Bày tỏ cảm xúc với tin nhắn gần nhất
Reapply a transformation to an object	Áp dụng lại phép biến đổi cho đối tượng
Reapply transform	Áp dụng lại phép biến đổi
Rebuild	Build lại
Recent Files	File gần đây
Recompose all stories	Sắp chữ lại tất cả story
Rectangle Frame tool	Công cụ Frame chữ nhật
Rectangle Select	Chọn hình chữ nhật
Rectangle tool	Công cụ hình chữ nhật
Redo	Làm lại
Redo last action	Làm lại thao tác gần nhất
Redo or repeat last action	Làm lại hoặc lặp lại thao tác gần nhất
Redraw screen	Vẽ lại màn hình
Refactor This	Refactor mục này
Refactorings	Refactoring
Reflect tool	Công cụ Reflect
Reformat Code	Định dạng lại code
Refresh	Làm mới
Refresh all data in workbook	Làm mới toàn bộ dữ liệu trong sổ tính
Refresh data in current worksheet	Làm mới dữ liệu trong trang tính hiện tại
Refresh the window	Làm mới cửa sổ
Regroup objects	Nhóm lại các đối tượng
Reject all	Từ chối tất cả
Release a clipping mask	Huỷ clipping mask
Release a compound path	Huỷ compound path
Release clip	Huỷ clip
Release guides	Giải phóng đường gióng
Reload	Tải lại
Reload (override cache)	Tải lại (bỏ qua cache)
Reload current page	Tải lại trang hiện tại
Reload selected footage items	Tải lại các mục footage đã chọn
Reload the current page	Tải lại trang hiện tại
Reload, ignoring cache	Tải lại, bỏ qua cache
Reload, ignoring cached content	Tải lại, bỏ qua nội dung đã lưu trong cache
Remember footage interpretation	Ghi nhớ cách diễn giải footage
Remember for later tag	Tag Ghi nhớ để dùng sau
Remove a task indent	Bỏ thụt lề nhiệm vụ
Remove all note tags	Xoá tất cả tag ghi chú
Remove cell contents	Xoá nội dung ô
Remove formatting	Xoá định dạng
Remove manual character formatting	Xoá định dạng ký tự thủ công
Remove outline border	Xoá viền ngoài
Remove paragraph formatting	Xoá định dạng đoạn văn
Rename	Đổi tên
Rename item	Đổi tên mục
Rename Symbol	Đổi tên symbol
Rename the selected item	Đổi tên mục đã chọn
Render and animation	Render và hoạt ảnh
Render animation	Render hoạt ảnh
Render image	Render hình ảnh
Reopen Closed Editor	Mở lại trình soạn thảo đã đóng
Reopen last closed tab	Mở lại thẻ đã đóng gần nhất
Reopen last closed window	Mở lại cửa sổ đã đóng gần nhất
Reopen previously closed tab	Mở lại thẻ đã đóng trước đó
Reopen the last closed tab	Mở lại thẻ đã đóng gần nhất
Repeat last filter	Lặp lại bộ lọc gần nhất
Repeat transforming objects in perspective	Lặp lại biến đổi đối tượng trong phối cảnh
Replace	Thay thế
Replace in Files	Thay thế trong file
Replace selected footage item	Thay thế mục footage đã chọn
Replace selection with Change To text	Thay thế vùng chọn bằng văn bản Change To
Replace text	Thay thế văn bản
Reply	Trả lời
Reply all	Trả lời tất cả
Reply to email	Trả lời email
Reply to the last message	Trả lời tin nhắn gần nhất
Request	Request
Request URL	URL của request
Reselect	Chọn lại
Reset font size	Đặt lại cỡ chữ
Reset horizontal or vertical scale to 100%	Đặt lại tỷ lệ ngang hoặc dọc về 100%
Reset horizontal scale to 100%	Đặt lại tỷ lệ ngang về 100%
Reset layout	Đặt lại bố cục
Reset page zoom level	Đặt lại mức thu phóng của trang
Reset sort order and turn off grouping	Đặt lại thứ tự sắp xếp và tắt nhóm
Reset to default colors	Đặt lại về màu mặc định
Reset tracking to 0 for selected text	Đặt lại tracking về 0 cho văn bản đã chọn
Reset tracking/kerning to 0	Đặt lại tracking/kerning về 0
Reset zoom	Đặt lại thu phóng
Reset zoom level	Đặt lại mức thu phóng
Reset zoom to 100%	Đặt lại thu phóng về 100%
Reshow last filter	Hiển thị lại bộ lọc gần nhất
Resize all columns to fit text	Điều chỉnh tất cả các cột vừa với văn bản
Resize and skew	Đổi kích cỡ và độ xiên
Resize pane down	Thay đổi kích thước ngăn xuống dưới
Resize pane left	Thay đổi kích thước ngăn sang trái
Resize pane right	Thay đổi kích thước ngăn sang phải
Resize pane up	Thay đổi kích thước ngăn lên trên
Responsive Design View	Chế độ xem thiết kế responsive
Restore window	Khôi phục cửa sổ
Resume Program	Tiếp tục chương trình
Return to active audio channel	Quay lại kênh âm thanh đang hoạt động
Return to previous text channel	Quay lại kênh văn bản trước
Return to previous view	Quay lại chế độ xem trước
Reveal hidden	Hiện mục ẩn
Reveal typed password	Hiện mật khẩu đã nhập
Reverse selected layers in time	Đảo ngược thời gian các layer đã chọn
Revert	Hoàn nguyên
Review	Xem lại
Rich languages editing	Soạn thảo ngôn ngữ nâng cao
Right align paragraph	Căn phải đoạn văn
Right view	Chế độ xem bên phải
Rollback	Rollback
Rotate	Xoay
Rotate object clockwise 15 degrees	Xoay đối tượng 15 độ theo chiều kim đồng hồ
Rotate object counterclockwise 15 degrees	Xoay đối tượng 15 độ ngược chiều kim đồng hồ
Rotate shape left	Xoay hình sang trái
Rotate shape right	Xoay hình sang phải
Rotate tool	Công cụ xoay
Run	Chạy
Run and debug	Chạy và debug
Run Build Task	Chạy tác vụ build
Run command	Chạy lệnh
Run context configuration	Chạy cấu hình theo ngữ cảnh
Run To Cursor	Chạy đến con trỏ
Safe Delete	Xoá an toàn
Sample color from an image or intermediate color from gradient	Lấy mẫu màu từ hình ảnh hoặc màu trung gian từ gradient
Save	Lưu
Save (Save As)	Lưu (Lưu dưới dạng)
Save a copy	Lưu bản sao
Save a copy of the document	Lưu bản sao của tài liệu
Save a database object	Lưu đối tượng cơ sở dữ liệu
Save a message (or remove from Later)	Lưu thư (hoặc bỏ khỏi Later)
Save a project file	Lưu file dự án
Save all	Lưu tất cả
Save all open tabs as favorites in a new folder	Lưu tất cả thẻ đang mở làm mục yêu thích trong thư mục mới
Save as	Lưu dưới dạng
Save changes made to the document	Lưu các thay đổi của tài liệu
Save contact	Lưu liên hệ
Save current page	Lưu trang hiện tại
Save file	Lưu file
Save image	Lưu hình ảnh
Save page as	Lưu trang dưới dạng
Save project	Lưu dự án
Save request	Lưu request
Save request as	Lưu request dưới dạng
Save the current page	Lưu trang hiện tại
Save the current tab as a favorite	Lưu thẻ hiện tại làm mục yêu thích
Save the document as script files	Lưu tài liệu dưới dạng file script
Save under a new name	Lưu với tên mới
Save user preferences	Lưu tuỳ chọn người dùng
Save workbook	Lưu sổ tính
Saving, exporting, and rendering	Lưu, xuất và render
Scale	Thay đổi tỷ lệ
Scale and reposition selected layers to fit composition	Thay đổi tỷ lệ và định vị lại các layer đã chọn cho vừa composition
Scale tool	Công cụ thay đổi tỷ lệ
Schedule a meeting	Lên lịch cuộc họp
Scissors	Kéo cắt
Scissors tool	Công cụ kéo cắt
Screen Ruler	Thước đo màn hình
Scroll chat down a screen	Cuộn khung chat xuống một màn hình
Scroll chat up a screen	Cuộn khung chat lên một màn hình
Scroll down a screen	Cuộn xuống một màn hình
Scroll down one line	Cuộn xuống một dòng
Scroll down one page	Cuộn xuống một trang
Scroll timescale left	Cuộn thang thời gian sang trái
Scroll timescale right	Cuộn thang thời gian sang phải
Scroll to bottom	Cuộn xuống dưới cùng
Scroll to current time in Timeline panel	Cuộn đến thời điểm hiện tại trong bảng Timeline
Scroll to top	Cuộn lên trên cùng
Scroll topmost selected layer to top of Timeline panel	Cuộn layer được chọn trên cùng lên đầu bảng Timeline
Scroll up a screen	Cuộn lên một màn hình
Scroll up one line	Cuộn lên một dòng
Scroll up one page	Cuộn lên một trang
Scrollback	Lịch sử cuộn
Search	Tìm kiếm
Search all notebooks	Tìm kiếm trong tất cả sổ tay
Search current page	Tìm kiếm trong trang hiện tại
Search for a contact	Tìm kiếm liên hệ
Search from anywhere on the page	Tìm kiếm từ bất kỳ đâu trên trang
Search in current conversation	Tìm kiếm trong cuộc trò chuyện hiện tại
Search in current workspace	Tìm kiếm trong không gian làm việc hiện tại
Search in selected chat	Tìm kiếm trong đoạn chat đã chọn
Search mail	Tìm kiếm thư
Search menu (operator search)	Menu tìm kiếm (tìm kiếm bằng toán tử)
Search Messenger chats	Tìm kiếm các đoạn chat trên Messenger
Search sidebar	Tìm kiếm trong thanh bên
Search tabs	Tìm kiếm thẻ
Search with Bing	Tìm kiếm bằng Bing
Select a column	Chọn một cột
Select a row	Chọn một hàng
Select all	Chọn tất cả
Select all / deselect all (toggle)	Chọn tất cả / bỏ chọn tất cả (bật/tắt)
Select all contacts	Chọn tất cả liên hệ
Select all guides	Chọn tất cả đường gióng
Select all in story	Chọn tất cả trong story
Select all objects	Chọn tất cả đối tượng
Select all occurrences of current selection	Chọn tất cả các lần xuất hiện của vùng chọn hiện tại
Select all on page	Chọn tất cả trên trang
Select all rows and columns	Chọn tất cả hàng và cột
Select all text in a text block	Chọn tất cả văn bản trong khối văn bản
Select all visible keyframes and properties	Chọn tất cả keyframe và thuộc tính đang hiển thị
Select arc tool	Chọn công cụ vẽ cung
Select artwork in active artboard	Chọn đối tượng trong artboard đang hoạt động
Select block of text	Chọn khối văn bản
Select By Color	Chọn theo màu
Select cell above/below the current cell	Chọn ô phía trên/phía dưới ô hiện tại
Select cell to the right/left of the current cell	Chọn ô bên phải/bên trái ô hiện tại
Select color fill mode	Chọn chế độ tô màu
Select Connector tool	Chọn công cụ Connector
Select current line	Chọn dòng hiện tại
Select ellipse tool	Chọn công cụ hình elip
Select entire column	Chọn toàn bộ cột
Select entire row	Chọn toàn bộ hàng
Select entire worksheet	Chọn toàn bộ trang tính
Select first layer	Chọn layer đầu tiên
Select first or last frame in story	Chọn frame đầu tiên hoặc cuối cùng trong story
Select first/last frame	Chọn frame đầu/cuối
Select freeform tool	Chọn công cụ vẽ tự do
Select gradient fill mode	Chọn chế độ tô gradient
Select in a sheet view	Chọn trong chế độ xem trang tính
Select item	Chọn mục
Select last layer	Chọn layer cuối cùng
Select layer above	Chọn layer phía trên
Select layer below	Chọn layer phía dưới
Select line tool	Chọn công cụ đường thẳng
Select linked	Chọn phần liên kết
Select linked under cursor	Chọn phần liên kết dưới con trỏ
Select multiple items	Chọn nhiều mục
Select next or previous frame in story	Chọn frame tiếp theo hoặc trước đó trong story
Select none	Bỏ chọn tất cả
Select one character right or left	Chọn một ký tự bên phải hoặc bên trái
Select one line above or below	Chọn một dòng phía trên hoặc phía dưới
Select one paragraph before or after	Chọn một đoạn văn phía trước hoặc phía sau
Select one word right or left	Chọn một từ bên phải hoặc bên trái
Select opposite Live Paint Bucket tool options (if Paint Fills and Paint Strokes are currently selected, switch to Paint Fills only)	Chọn tuỳ chọn ngược lại của công cụ Live Paint Bucket (nếu Paint Fills và Paint Strokes đang được chọn, chuyển sang chỉ Paint Fills)
Select original	Chọn bản gốc
Select pencil tool	Chọn công cụ bút chì
Select Pointer Tool	Chọn công cụ Pointer
Select previous/next frame	Chọn frame trước/tiếp theo
Select rectangle tool	Chọn công cụ hình chữ nhật
Select start or end of line	Chọn đến đầu hoặc cuối dòng
Select start or end of story	Chọn đến đầu hoặc cuối story
Select text block tool	Chọn công cụ khối văn bản
Select text from insertion point to beginning or end of line	Chọn văn bản từ điểm chèn đến đầu hoặc cuối dòng
Select text to beginning of line	Chọn văn bản đến đầu dòng
Select text to end of line	Chọn văn bản đến cuối dòng
Select Text tool	Chọn công cụ Text
Select the address bar	Chọn thanh địa chỉ
Select the Brush tool	Chọn công cụ Brush
Select the Ellipse tool	Chọn công cụ Ellipse
Select the Eraser tool	Chọn công cụ Eraser
Select the Frame tool	Chọn công cụ Frame
Select the Move tool	Chọn công cụ Move
Select the object above the current selection	Chọn đối tượng phía trên vùng chọn hiện tại
Select the object below the current selection	Chọn đối tượng phía dưới vùng chọn hiện tại
Select the Pen tool	Chọn công cụ Pen
Select the Rectangle tool	Chọn công cụ Rectangle
Select the search box	Chọn hộp tìm kiếm
Select the Shape Builder tool	Chọn công cụ Shape Builder
Select the Text tool	Chọn công cụ Text
Select the Type tool	Chọn công cụ Type
Select the URL in the address bar	Chọn URL trong thanh địa chỉ
Select the whole column	Chọn toàn bộ cột
Select the whole row	Chọn toàn bộ hàng
Select to beginning of document	Chọn đến đầu tài liệu
Select to beginning of line	Chọn đến đầu dòng
Select to beginning of paragraph	Chọn đến đầu đoạn văn
Select to beginning of word	Chọn đến đầu từ
Select to end of document	Chọn đến cuối tài liệu
Select to end of line	Chọn đến cuối dòng
Select to end of paragraph	Chọn đến cuối đoạn văn
Select to end of word	Chọn đến cuối từ
Select tools	Công cụ chọn
Select tracking value	Chọn giá trị tracking
Select word to the left	Chọn từ bên trái
Select word to the right	Chọn từ bên phải
Selecting and moving objects	Chọn và di chuyển đối tượng
Selection	Vùng chọn
Selection (3D Viewport)	Vùng chọn (3D Viewport)
Selection tool	Công cụ chọn
Selections	Vùng chọn
Selector tool	Công cụ Selector
Selectors and CSS	Bộ chọn và CSS
Send a selection backward	Đưa vùng chọn ra sau
Send and download request	Gửi request và tải xuống
Send and receive all folders	Gửi và nhận tất cả thư mục
Send email	Gửi email
Send file	Gửi file
Send message	Gửi tin nhắn
Send object back one position	Đưa đối tượng ra sau một vị trí
Send object forward one position	Đưa đối tượng lên trước một vị trí
Send object to back	Đưa đối tượng ra sau cùng
Send request	Gửi request
Send shape to back	Đưa hình ra sau cùng
Send the message	Gửi tin nhắn
Send the selection backward	Đưa vùng chọn ra sau
Separate selection	Tách vùng chọn
Separations Preview panel	Bảng Separations Preview
Server and channel navigation	Điều hướng máy chủ và kênh
Set beginning or end of work area to current time	Đặt điểm đầu hoặc cuối vùng làm việc tại thời điểm hiện tại
Set clip	Đặt clip
Set fill and stroke to default	Đặt màu tô và nét về mặc định
Set focus on Settings and more button	Đặt tiêu điểm vào nút Settings and more
Set focus on the app bar toolbar (first item)	Đặt tiêu điểm vào thanh công cụ của thanh ứng dụng (mục đầu tiên)
Set focus on the favorites bar (first item)	Đặt tiêu điểm vào thanh yêu thích (mục đầu tiên)
Set focus to a Windows tip	Đặt tiêu điểm vào mẹo Windows
Set horizontal scale to 100% for selected text	Đặt tỷ lệ ngang 100% cho văn bản đã chọn
Set In point or Out point by time-stretching	Đặt điểm In hoặc điểm Out bằng cách kéo giãn thời gian
Set interpolation for selected keyframes (layer bar mode)	Đặt nội suy cho các keyframe đã chọn (chế độ thanh layer)
